PITCH,REQUIRED_WIDTH,,,,,,,
M3892,11.98,,,,,,,
M3892,12.98,,,,,,,
M3892,13.98,,,,,,,
M3892,14.98,,,,,,,
M3892,15.98,,,,,,,
M3892,16.98,,,,,,,
M3892,17.98,,,,,,,
M3892,18.98,,,,,,,
M3892,19.98,,,,,,,
M3892,20.98,,,,,,,
M3892,21.98,,,,,,,
M3892,22.98,,,,,,,
M3892,23.98,,,,,,,
M3892,24.98,,,,,,,
M3892,25.98,,,,,,,
M3892,26.98,,,,,,,
M3892,27.98,,,,,,,
M3892,28.98,,,,,,,
M3892,29.98,,,,,,,
M3892,30.98,,,,,,,
M3892,31.98,,,,,,,
M3892,32.98,,,,,,,
M3892,33.98,,,,,,,
M3892,34.98,,,,,,,
M3892,35.98,,,,,,,
M3892,36.98,,,,,,,
M3892,37.98,,,,,,,
M3892,38.98,,,,,,,
M3892,39.98,,,,,,,
M3892,40.98,,,,,,,
M3892,41.98,,,,,,,
M3892,42.98,,,,,,,
M3892,43.98,,,,,,,
M3892,44.98,,,,,,,
M3892,45.98,,,,,,,
M3892,46.98,,,,,,,
M3892,47.98,,,,,,,
M3892,48.98,,,,,,,
M3892,49.98,,,,,,,
M3892,50.98,,,,,,,
M3892,51.98,,,,,,,
M3892,52.98,,,,,,,
M3892,53.98,,,,,,,
M3892,54.98,,,,,,,
M3892,55.98,,,,,,,
M3892,56.98,,,,,,,
M3892,57.98,,,,,,,
M3892,58.98,,,,,,,
M3892,59.98,,,,,,,
,,,,,,,,
M5010,1.48,,,,,,,
M5010,2.21,,,,,,,
M5010,2.95,,,,,,,
M5010,3.69,,,,,,,
M5010,4.43,,,,,,,
M5010,5.17,,,,,,,
M5010,5.91,,,,,,,
M5010,6.64,,,,,,,
M5010,7.38,,,,,,,
M5010,8.12,,,,,,,
M5010,8.86,,,,,,,
M5010,9.60,,,,,,,
M5010,10.33,,,,,,,
M5010,11.07,,,,,,,
M5010,11.81,,,,,,,
M5010,12.55,,,,,,,
M5010,13.29,,,,,,,
M5010,14.03,,,,,,,
M5010,14.76,,,,,,,
M5010,15.50,,,,,,,
M5010,16.24,,,,,,,
M5010,16.98,,,,,,,
M5010,17.72,,,,,,,
M5010,18.46,,,,,,,
M5010,19.19,,,,,,,
M5010,19.93,,,,,,,
M5010,20.67,,,,,,,
M5010,21.41,,,,,,,
M5010,22.15,,,,,,,
M5010,22.88,,,,,,,
M5010,23.62,,,,,,,
M5010,24.36,,,,,,,
M5010,25.10,,,,,,,
M5010,25.84,,,,,,,
M5010,26.58,,,,,,,
M5010,27.31,,,,,,,
M5010,28.05,,,,,,,
M5010,28.79,,,,,,,
M5010,29.53,,,,,,,
M5010,30.27,,,,,,,
M5010,31.00,,,,,,,
M5010,31.74,,,,,,,
M5010,32.48,,,,,,,
M5010,33.22,,,,,,,
M5010,33.96,,,,,,,
M5010,34.70,,,,,,,
M5010,35.43,,,,,,,
M5010,36.17,,,,,,,
M5010,36.91,,,,,,,
M5010,37.65,,,,,,,
M5010,38.39,,,,,,,
M5010,39.12,,,,,,,
M5010,39.86,,,,,,,
M5010,40.60,,,,,,,
M5010,41.34,,,,,,,
M5010,42.08,,,,,,,
M5010,42.82,,,,,,,
M5010,43.55,,,,,,,
M5010,44.29,,,,,,,
M5010,45.03,,,,,,,
M5010,45.77,,,,,,,
M5010,46.51,,,,,,,
M5010,47.24,,,,,,,
M5010,47.98,,,,,,,
M5010,48.72,,,,,,,
M5010,49.46,,,,,,,
M5010,50.20,,,,,,,
M5010,50.94,,,,,,,
M5010,51.67,,,,,,,
M5010,52.41,,,,,,,
M5010,53.15,,,,,,,
M5010,53.89,,,,,,,
M5010,54.63,,,,,,,
M5010,55.36,,,,,,,
M5010,56.10,,,,,,,
M5010,56.84,,,,,,,
M5010,57.58,,,,,,,
M5010,58.32,,,,,,,
M5010,59.06,,,,,,,
M5010,59.79,,,,,,,
M5010,60.53,,,,,,,
M5010,61.27,,,,,,,
M5010,62.01,,,,,,,
M5010,62.75,,,,,,,
M5010,63.49,,,,,,,
M5010,64.22,,,,,,,
M5010,64.96,,,,,,,
M5010,65.70,,,,,,,
M5010,66.44,,,,,,,
M5010,67.18,,,,,,,
M5010,67.91,,,,,,,
M5010,68.65,,,,,,,
M5010,69.39,,,,,,,
M5010,70.13,,,,,,,
M5010,70.87,,,,,,,
M5010,71.61,,,,,,,
M5010,72.34,,,,,,,
M5010,73.08,,,,,,,
M5010,73.82,,,,,,,
M5010,74.56,,,,,,,
M5010,75.30,,,,,,,
M5010,76.03,,,,,,,
M5010,76.77,,,,,,,
M5010,77.51,,,,,,,
M5010,78.25,,,,,,,
M5010,78.99,,,,,,,
M5010,79.73,,,,,,,
M5010,80.46,,,,,,,
M5010,81.20,,,,,,,
M5010,81.94,,,,,,,
M5010,82.68,,,,,,,
M5010,83.42,,,,,,,
M5010,84.15,,,,,,,
M5010,84.89,,,,,,,
M5010,85.63,,,,,,,
M5010,86.37,,,,,,,
M5010,87.11,,,,,,,
M5010,87.85,,,,,,,
M5010,88.58,,,,,,,
M5010,89.32,,,,,,,
M5010,90.06,,,,,,,
M5010,90.80,,,,,,,
M5010,91.54,,,,,,,
M5010,92.28,,,,,,,
M5010,93.01,,,,,,,
M5010,93.75,,,,,,,
M5010,94.49,,,,,,,
M5010,95.23,,,,,,,
M5010,95.97,,,,,,,
M5010,96.70,,,,,,,
M5010,97.44,,,,,,,
M5010,98.18,,,,,,,
M5010,98.92,,,,,,,
M5010,99.66,,,,,,,
M5010,100.40,,,,,,,
M5010,101.13,,,,,,,
M5010,101.87,,,,,,,
M5010,102.61,,,,,,,
M5010,103.35,,,,,,,
M5010,104.09,,,,,,,
M5010,104.82,,,,,,,
M5010,105.56,,,,,,,
M5010,106.30,,,,,,,
M5010,107.04,,,,,,,
M5010,107.78,,,,,,,
M5010,108.52,,,,,,,
M5010,109.25,,,,,,,
M5010,109.99,,,,,,,
M5010,110.73,,,,,,,
M5010,111.47,,,,,,,
M5010,112.21,,,,,,,
M5010,112.94,,,,,,,
M5010,113.68,,,,,,,
M5010,114.42,,,,,,,
M5010,115.16,,,,,,,
M5010,115.90,,,,,,,
M5010,116.64,,,,,,,
M5010,117.37,,,,,,,
M5010,118.11,,,,,,,
M5010,118.85,,,,,,,
M5010,119.59,,,,,,,
M5010,120.33,,,,,,,
M5010,121.06,,,,,,,
M5010,121.80,,,,,,,
M5010,122.54,,,,,,,
M5010,123.28,,,,,,,
M5010,124.02,,,,,,,
M5010,124.76,,,,,,,
M5010,125.49,,,,,,,
M5010,126.23,,,,,,,
M5010,126.97,,,,,,,
M5010,127.71,,,,,,,
M5010,128.45,,,,,,,
M5010,129.19,,,,,,,
M5010,129.92,,,,,,,
M5010,130.66,,,,,,,
M5010,131.40,,,,,,,
M5010,132.14,,,,,,,
M5010,132.88,,,,,,,
M5010,133.61,,,,,,,
M5010,134.35,,,,,,,
M5010,135.09,,,,,,,
M5010,135.83,,,,,,,
M5010,136.57,,,,,,,
M5010,137.31,,,,,,,
M5010,138.04,,,,,,,
M5010,138.78,,,,,,,
M5010,139.52,,,,,,,
M5010,140.26,,,,,,,
M5010,141.00,,,,,,,
M5010,141.73,,,,,,,
M5010,142.47,,,,,,,
M5010,143.21,,,,,,,
M5010,143.95,,,,,,,
M5010,144.69,,,,,,,
M5010,145.43,,,,,,,
M5010,146.16,,,,,,,
M5010,146.90,,,,,,,
M5010,147.64,,,,,,,
M5010,148.38,,,,,,,
M5010,149.12,,,,,,,
M5010,149.85,,,,,,,
M5010,150.59,,,,,,,
M5010,151.33,,,,,,,
M5010,152.07,,,,,,,
M5010,152.81,,,,,,,
M5010,153.55,,,,,,,
M5010,154.28,,,,,,,
M5010,155.02,,,,,,,
M5010,155.76,,,,,,,
M5010,156.50,,,,,,,
M5010,157.24,,,,,,,
M5010,157.97,,,,,,,
M5010,158.71,,,,,,,
M5010,159.45,,,,,,,
M5010,160.19,,,,,,,
M5010,160.93,,,,,,,
M5010,161.67,,,,,,,
M5010,162.40,,,,,,,
M5010,163.14,,,,,,,
M5010,163.88,,,,,,,
M5010,164.62,,,,,,,
M5010,165.36,,,,,,,
M5010,166.10,,,,,,,
M5010,166.83,,,,,,,
M5010,167.57,,,,,,,
M5010,168.31,,,,,,,
M5010,169.05,,,,,,,
M5010,169.79,,,,,,,
M5010,170.52,,,,,,,
M5010,171.26,,,,,,,
M5010,172.00,,,,,,,
M5010,172.74,,,,,,,
M5010,173.48,,,,,,,
M5010,174.22,,,,,,,
M5010,174.95,,,,,,,
M5010,175.69,,,,,,,
M5010,176.43,,,,,,,
M5010,177.17,,,,,,,
M5010,177.91,,,,,,,
M5010,178.64,,,,,,,
M5010,179.38,,,,,,,
M5010,180.12,,,,,,,
M5010,180.86,,,,,,,
M5010,181.60,,,,,,,
M5010,182.34,,,,,,,
M5010,183.07,,,,,,,
M5010,183.81,,,,,,,
M5010,184.55,,,,,,,
M5010,185.29,,,,,,,
M5010,186.03,,,,,,,
M5010,186.76,,,,,,,
M5010,187.50,,,,,,,
M5010,188.24,,,,,,,
M5010,188.98,,,,,,,
M5010,189.72,,,,,,,
M5010,190.46,,,,,,,
M5010,191.19,,,,,,,
M5010,191.93,,,,,,,
M5010,192.67,,,,,,,
M5010,193.41,,,,,,,
M5010,194.15,,,,,,,
M5010,194.88,,,,,,,
M5010,195.62,,,,,,,
M5010,196.36,,,,,,,
M5010,197.10,,,,,,,
M5010,197.84,,,,,,,
M5010,198.58,,,,,,,
M5010,199.31,,,,,,,
M5010,200.05,,,,,,,
,,,,,,,,
M501W,11.81,,,,,,,
M501W,12.55,,,,,,,
M501W,13.29,,,,,,,
M501W,14.02,,,,,,,
M501W,14.76,,,,,,,
M501W,15.50,,,,,,,
M501W,16.24,,,,,,,
M501W,16.98,,,,,,,
M501W,17.72,,,,,,,
M501W,18.45,,,,,,,
M501W,19.19,,,,,,,
M501W,19.93,,,,,,,
M501W,20.67,,,,,,,
M501W,21.41,,,,,,,
M501W,22.14,,,,,,,
M501W,22.88,,,,,,,
M501W,23.62,,,,,,,
,,,,,,,,
M5011,1.48,,,,,,,
M5011,2.21,,,,,,,
M5011,2.95,,,,,,,
M5011,3.69,,,,,,,
M5011,4.43,,,,,,,
M5011,5.17,,,,,,,
M5011,5.91,,,,,,,
M5011,6.64,,,,,,,
M5011,7.38,,,,,,,
M5011,8.12,,,,,,,
M5011,8.86,,,,,,,
M5011,9.60,,,,,,,
M5011,10.33,,,,,,,
M5011,11.07,,,,,,,
M5011,11.81,,,,,,,
M5011,12.55,,,,,,,
M5011,13.29,,,,,,,
M5011,14.03,,,,,,,
M5011,14.76,,,,,,,
M5011,15.50,,,,,,,
M5011,16.24,,,,,,,
M5011,16.98,,,,,,,
M5011,17.72,,,,,,,
M5011,18.46,,,,,,,
M5011,19.19,,,,,,,
M5011,19.93,,,,,,,
M5011,20.67,,,,,,,
M5011,21.41,,,,,,,
M5011,22.15,,,,,,,
M5011,22.88,,,,,,,
M5011,23.62,,,,,,,
M5011,24.36,,,,,,,
M5011,25.10,,,,,,,
M5011,25.84,,,,,,,
M5011,26.58,,,,,,,
M5011,27.31,,,,,,,
M5011,28.05,,,,,,,
M5011,28.79,,,,,,,
M5011,29.53,,,,,,,
M5011,30.27,,,,,,,
M5011,31.00,,,,,,,
M5011,31.74,,,,,,,
M5011,32.48,,,,,,,
M5011,33.22,,,,,,,
M5011,33.96,,,,,,,
M5011,34.70,,,,,,,
M5011,35.43,,,,,,,
M5011,36.17,,,,,,,
M5011,36.91,,,,,,,
M5011,37.65,,,,,,,
M5011,38.39,,,,,,,
M5011,39.12,,,,,,,
M5011,39.86,,,,,,,
M5011,40.60,,,,,,,
M5011,41.34,,,,,,,
M5011,42.08,,,,,,,
M5011,42.82,,,,,,,
M5011,43.55,,,,,,,
M5011,44.29,,,,,,,
M5011,45.03,,,,,,,
M5011,45.77,,,,,,,
M5011,46.51,,,,,,,
M5011,47.24,,,,,,,
M5011,47.98,,,,,,,
M5011,48.72,,,,,,,
M5011,49.46,,,,,,,
M5011,50.20,,,,,,,
M5011,50.94,,,,,,,
M5011,51.67,,,,,,,
M5011,52.41,,,,,,,
M5011,53.15,,,,,,,
M5011,53.89,,,,,,,
M5011,54.63,,,,,,,
M5011,55.36,,,,,,,
M5011,56.10,,,,,,,
M5011,56.84,,,,,,,
M5011,57.58,,,,,,,
M5011,58.32,,,,,,,
M5011,59.06,,,,,,,
M5011,59.79,,,,,,,
M5011,60.53,,,,,,,
M5011,61.27,,,,,,,
M5011,62.01,,,,,,,
M5011,62.75,,,,,,,
M5011,63.49,,,,,,,
M5011,64.22,,,,,,,
M5011,64.96,,,,,,,
M5011,65.70,,,,,,,
M5011,66.44,,,,,,,
M5011,67.18,,,,,,,
M5011,67.91,,,,,,,
M5011,68.65,,,,,,,
M5011,69.39,,,,,,,
M5011,70.13,,,,,,,
M5011,70.87,,,,,,,
M5011,71.61,,,,,,,
M5011,72.34,,,,,,,
M5011,73.08,,,,,,,
M5011,73.82,,,,,,,
M5011,74.56,,,,,,,
M5011,75.30,,,,,,,
M5011,76.03,,,,,,,
M5011,76.77,,,,,,,
M5011,77.51,,,,,,,
M5011,78.25,,,,,,,
M5011,78.99,,,,,,,
M5011,79.73,,,,,,,
M5011,80.46,,,,,,,
M5011,81.20,,,,,,,
M5011,81.94,,,,,,,
M5011,82.68,,,,,,,
M5011,83.42,,,,,,,
M5011,84.15,,,,,,,
M5011,84.89,,,,,,,
M5011,85.63,,,,,,,
M5011,86.37,,,,,,,
M5011,87.11,,,,,,,
M5011,87.85,,,,,,,
M5011,88.58,,,,,,,
M5011,89.32,,,,,,,
M5011,90.06,,,,,,,
M5011,90.80,,,,,,,
M5011,91.54,,,,,,,
M5011,92.28,,,,,,,
M5011,93.01,,,,,,,
M5011,93.75,,,,,,,
M5011,94.49,,,,,,,
M5011,95.23,,,,,,,
M5011,95.97,,,,,,,
M5011,96.70,,,,,,,
M5011,97.44,,,,,,,
M5011,98.18,,,,,,,
M5011,98.92,,,,,,,
M5011,99.66,,,,,,,
M5011,100.40,,,,,,,
M5011,101.13,,,,,,,
M5011,101.87,,,,,,,
M5011,102.61,,,,,,,
M5011,103.35,,,,,,,
M5011,104.09,,,,,,,
M5011,104.82,,,,,,,
M5011,105.56,,,,,,,
M5011,106.30,,,,,,,
M5011,107.04,,,,,,,
M5011,107.78,,,,,,,
M5011,108.52,,,,,,,
M5011,109.25,,,,,,,
M5011,109.99,,,,,,,
M5011,110.73,,,,,,,
M5011,111.47,,,,,,,
M5011,112.21,,,,,,,
M5011,112.94,,,,,,,
M5011,113.68,,,,,,,
M5011,114.42,,,,,,,
M5011,115.16,,,,,,,
M5011,115.90,,,,,,,
M5011,116.64,,,,,,,
M5011,117.37,,,,,,,
M5011,118.11,,,,,,,
M5011,118.85,,,,,,,
M5011,119.59,,,,,,,
M5011,120.33,,,,,,,
M5011,121.06,,,,,,,
M5011,121.80,,,,,,,
M5011,122.54,,,,,,,
M5011,123.28,,,,,,,
M5011,124.02,,,,,,,
M5011,124.76,,,,,,,
M5011,125.49,,,,,,,
M5011,126.23,,,,,,,
M5011,126.97,,,,,,,
M5011,127.71,,,,,,,
M5011,128.45,,,,,,,
M5011,129.19,,,,,,,
M5011,129.92,,,,,,,
M5011,130.66,,,,,,,
M5011,131.40,,,,,,,
M5011,132.14,,,,,,,
M5011,132.88,,,,,,,
M5011,133.61,,,,,,,
M5011,134.35,,,,,,,
M5011,135.09,,,,,,,
M5011,135.83,,,,,,,
M5011,136.57,,,,,,,
M5011,137.31,,,,,,,
M5011,138.04,,,,,,,
M5011,138.78,,,,,,,
M5011,139.52,,,,,,,
M5011,140.26,,,,,,,
M5011,141.00,,,,,,,
M5011,141.73,,,,,,,
M5011,142.47,,,,,,,
M5011,143.21,,,,,,,
M5011,143.95,,,,,,,
M5011,144.69,,,,,,,
M5011,145.43,,,,,,,
M5011,146.16,,,,,,,
M5011,146.90,,,,,,,
M5011,147.64,,,,,,,
M5011,148.38,,,,,,,
M5011,149.12,,,,,,,
M5011,149.85,,,,,,,
M5011,150.59,,,,,,,
M5011,151.33,,,,,,,
M5011,152.07,,,,,,,
M5011,152.81,,,,,,,
M5011,153.55,,,,,,,
M5011,154.28,,,,,,,
M5011,155.02,,,,,,,
M5011,155.76,,,,,,,
M5011,156.50,,,,,,,
M5011,157.24,,,,,,,
M5011,157.97,,,,,,,
M5011,158.71,,,,,,,
M5011,159.45,,,,,,,
M5011,160.19,,,,,,,
M5011,160.93,,,,,,,
M5011,161.67,,,,,,,
M5011,162.40,,,,,,,
M5011,163.14,,,,,,,
M5011,163.88,,,,,,,
M5011,164.62,,,,,,,
M5011,165.36,,,,,,,
M5011,166.10,,,,,,,
M5011,166.83,,,,,,,
M5011,167.57,,,,,,,
M5011,168.31,,,,,,,
M5011,169.05,,,,,,,
M5011,169.79,,,,,,,
M5011,170.52,,,,,,,
M5011,171.26,,,,,,,
M5011,172.00,,,,,,,
M5011,172.74,,,,,,,
M5011,173.48,,,,,,,
M5011,174.22,,,,,,,
M5011,174.95,,,,,,,
M5011,175.69,,,,,,,
M5011,176.43,,,,,,,
M5011,177.17,,,,,,,
M5011,177.91,,,,,,,
M5011,178.64,,,,,,,
M5011,179.38,,,,,,,
M5011,180.12,,,,,,,
M5011,180.86,,,,,,,
M5011,181.60,,,,,,,
M5011,182.34,,,,,,,
M5011,183.07,,,,,,,
M5011,183.81,,,,,,,
M5011,184.55,,,,,,,
M5011,185.29,,,,,,,
M5011,186.03,,,,,,,
M5011,186.76,,,,,,,
M5011,187.50,,,,,,,
M5011,188.24,,,,,,,
M5011,188.98,,,,,,,
M5011,189.72,,,,,,,
M5011,190.46,,,,,,,
M5011,191.19,,,,,,,
M5011,191.93,,,,,,,
M5011,192.67,,,,,,,
M5011,193.41,,,,,,,
M5011,194.15,,,,,,,
M5011,194.88,,,,,,,
M5011,195.62,,,,,,,
M5011,196.36,,,,,,,
M5011,197.10,,,,,,,
M5011,197.84,,,,,,,
M5011,198.58,,,,,,,
M5011,199.31,,,,,,,
M5011,200.05,,,,,,,
M5011,200.79,,,,,,,
,,,,,,,,
M5012,1.48,,,,,,,
M5012,2.21,,,,,,,
M5012,2.95,,,,,,,
M5012,3.69,,,,,,,
M5012,4.43,,,,,,,
M5012,5.17,,,,,,,
M5012,5.91,,,,,,,
M5012,6.64,,,,,,,
M5012,7.38,,,,,,,
M5012,8.12,,,,,,,
M5012,8.86,,,,,,,
M5012,9.60,,,,,,,
M5012,10.33,,,,,,,
M5012,11.07,,,,,,,
M5012,11.81,,,,,,,
M5012,12.55,,,,,,,
M5012,13.29,,,,,,,
M5012,14.03,,,,,,,
M5012,14.76,,,,,,,
M5012,15.50,,,,,,,
M5012,16.24,,,,,,,
M5012,16.98,,,,,,,
M5012,17.72,,,,,,,
M5012,18.46,,,,,,,
M5012,19.19,,,,,,,
M5012,19.93,,,,,,,
M5012,20.67,,,,,,,
M5012,21.41,,,,,,,
M5012,22.15,,,,,,,
M5012,22.88,,,,,,,
M5012,23.62,,,,,,,
M5012,24.36,,,,,,,
M5012,25.10,,,,,,,
M5012,25.84,,,,,,,
M5012,26.58,,,,,,,
M5012,27.31,,,,,,,
M5012,28.05,,,,,,,
M5012,28.79,,,,,,,
M5012,29.53,,,,,,,
M5012,30.27,,,,,,,
M5012,31.00,,,,,,,
M5012,31.74,,,,,,,
M5012,32.48,,,,,,,
M5012,33.22,,,,,,,
M5012,33.96,,,,,,,
M5012,34.70,,,,,,,
M5012,35.43,,,,,,,
M5012,36.17,,,,,,,
M5012,36.91,,,,,,,
M5012,37.65,,,,,,,
M5012,38.39,,,,,,,
M5012,39.12,,,,,,,
M5012,39.86,,,,,,,
M5012,40.60,,,,,,,
M5012,41.34,,,,,,,
M5012,42.08,,,,,,,
M5012,42.82,,,,,,,
M5012,43.55,,,,,,,
M5012,44.29,,,,,,,
M5012,45.03,,,,,,,
M5012,45.77,,,,,,,
M5012,46.51,,,,,,,
M5012,47.24,,,,,,,
M5012,47.98,,,,,,,
M5012,48.72,,,,,,,
M5012,49.46,,,,,,,
M5012,50.20,,,,,,,
M5012,50.94,,,,,,,
M5012,51.67,,,,,,,
M5012,52.41,,,,,,,
M5012,53.15,,,,,,,
M5012,53.89,,,,,,,
M5012,54.63,,,,,,,
M5012,55.36,,,,,,,
M5012,56.10,,,,,,,
M5012,56.84,,,,,,,
M5012,57.58,,,,,,,
M5012,58.32,,,,,,,
M5012,59.06,,,,,,,
M5012,59.79,,,,,,,
M5012,60.53,,,,,,,
M5012,61.27,,,,,,,
M5012,62.01,,,,,,,
M5012,62.75,,,,,,,
M5012,63.49,,,,,,,
M5012,64.22,,,,,,,
M5012,64.96,,,,,,,
M5012,65.70,,,,,,,
M5012,66.44,,,,,,,
M5012,67.18,,,,,,,
M5012,67.91,,,,,,,
M5012,68.65,,,,,,,
M5012,69.39,,,,,,,
M5012,70.13,,,,,,,
M5012,70.87,,,,,,,
M5012,71.61,,,,,,,
M5012,72.34,,,,,,,
M5012,73.08,,,,,,,
M5012,73.82,,,,,,,
M5012,74.56,,,,,,,
M5012,75.30,,,,,,,
M5012,76.03,,,,,,,
M5012,76.77,,,,,,,
M5012,77.51,,,,,,,
M5012,78.25,,,,,,,
M5012,78.99,,,,,,,
M5012,79.73,,,,,,,
M5012,80.46,,,,,,,
M5012,81.20,,,,,,,
M5012,81.94,,,,,,,
M5012,82.68,,,,,,,
M5012,83.42,,,,,,,
M5012,84.15,,,,,,,
M5012,84.89,,,,,,,
M5012,85.63,,,,,,,
M5012,86.37,,,,,,,
M5012,87.11,,,,,,,
M5012,87.85,,,,,,,
M5012,88.58,,,,,,,
M5012,89.32,,,,,,,
M5012,90.06,,,,,,,
M5012,90.80,,,,,,,
M5012,91.54,,,,,,,
M5012,92.28,,,,,,,
M5012,93.01,,,,,,,
M5012,93.75,,,,,,,
M5012,94.49,,,,,,,
M5012,95.23,,,,,,,
M5012,95.97,,,,,,,
M5012,96.70,,,,,,,
M5012,97.44,,,,,,,
M5012,98.18,,,,,,,
M5012,98.92,,,,,,,
M5012,99.66,,,,,,,
M5012,100.40,,,,,,,
M5012,101.13,,,,,,,
M5012,101.87,,,,,,,
M5012,102.61,,,,,,,
M5012,103.35,,,,,,,
M5012,104.09,,,,,,,
M5012,104.82,,,,,,,
M5012,105.56,,,,,,,
M5012,106.30,,,,,,,
M5012,107.04,,,,,,,
M5012,107.78,,,,,,,
M5012,108.52,,,,,,,
M5012,109.25,,,,,,,
M5012,109.99,,,,,,,
M5012,110.73,,,,,,,
M5012,111.47,,,,,,,
M5012,112.21,,,,,,,
M5012,112.94,,,,,,,
M5012,113.68,,,,,,,
M5012,114.42,,,,,,,
M5012,115.16,,,,,,,
M5012,115.90,,,,,,,
M5012,116.64,,,,,,,
M5012,117.37,,,,,,,
M5012,118.11,,,,,,,
M5012,118.85,,,,,,,
M5012,119.59,,,,,,,
M5012,120.33,,,,,,,
M5012,121.06,,,,,,,
M5012,121.80,,,,,,,
M5012,122.54,,,,,,,
M5012,123.28,,,,,,,
M5012,124.02,,,,,,,
M5012,124.76,,,,,,,
M5012,125.49,,,,,,,
M5012,126.23,,,,,,,
M5012,126.97,,,,,,,
M5012,127.71,,,,,,,
M5012,128.45,,,,,,,
M5012,129.19,,,,,,,
M5012,129.92,,,,,,,
M5012,130.66,,,,,,,
M5012,131.40,,,,,,,
M5012,132.14,,,,,,,
M5012,132.88,,,,,,,
M5012,133.61,,,,,,,
M5012,134.35,,,,,,,
M5012,135.09,,,,,,,
M5012,135.83,,,,,,,
M5012,136.57,,,,,,,
M5012,137.31,,,,,,,
M5012,138.04,,,,,,,
M5012,138.78,,,,,,,
M5012,139.52,,,,,,,
M5012,140.26,,,,,,,
M5012,141.00,,,,,,,
M5012,141.73,,,,,,,
M5012,142.47,,,,,,,
M5012,143.21,,,,,,,
M5012,143.95,,,,,,,
M5012,144.69,,,,,,,
M5012,145.43,,,,,,,
M5012,146.16,,,,,,,
M5012,146.90,,,,,,,
M5012,147.64,,,,,,,
M5012,148.38,,,,,,,
M5012,149.12,,,,,,,
M5012,149.85,,,,,,,
M5012,150.59,,,,,,,
M5012,151.33,,,,,,,
M5012,152.07,,,,,,,
M5012,152.81,,,,,,,
M5012,153.55,,,,,,,
M5012,154.28,,,,,,,
M5012,155.02,,,,,,,
M5012,155.76,,,,,,,
M5012,156.50,,,,,,,
M5012,157.24,,,,,,,
M5012,157.97,,,,,,,
M5012,158.71,,,,,,,
M5012,159.45,,,,,,,
M5012,160.19,,,,,,,
M5012,160.93,,,,,,,
M5012,161.67,,,,,,,
M5012,162.40,,,,,,,
M5012,163.14,,,,,,,
M5012,163.88,,,,,,,
M5012,164.62,,,,,,,
M5012,165.36,,,,,,,
M5012,166.10,,,,,,,
M5012,166.83,,,,,,,
M5012,167.57,,,,,,,
M5012,168.31,,,,,,,
M5012,169.05,,,,,,,
M5012,169.79,,,,,,,
M5012,170.52,,,,,,,
M5012,171.26,,,,,,,
M5012,172.00,,,,,,,
M5012,172.74,,,,,,,
M5012,173.48,,,,,,,
M5012,174.22,,,,,,,
M5012,174.95,,,,,,,
M5012,175.69,,,,,,,
M5012,176.43,,,,,,,
M5012,177.17,,,,,,,
M5012,177.91,,,,,,,
M5012,178.64,,,,,,,
M5012,179.38,,,,,,,
M5012,180.12,,,,,,,
M5012,180.86,,,,,,,
M5012,181.60,,,,,,,
M5012,182.34,,,,,,,
M5012,183.07,,,,,,,
M5012,183.81,,,,,,,
M5012,184.55,,,,,,,
M5012,185.29,,,,,,,
M5012,186.03,,,,,,,
M5012,186.76,,,,,,,
M5012,187.50,,,,,,,
M5012,188.24,,,,,,,
M5012,188.98,,,,,,,
M5012,189.72,,,,,,,
M5012,190.46,,,,,,,
M5012,191.19,,,,,,,
M5012,191.93,,,,,,,
M5012,192.67,,,,,,,
M5012,193.41,,,,,,,
M5012,194.15,,,,,,,
M5012,194.88,,,,,,,
M5012,195.62,,,,,,,
M5012,196.36,,,,,,,
M5012,197.10,,,,,,,
M5012,197.84,,,,,,,
M5012,198.58,,,,,,,
M5012,199.31,,,,,,,
M5012,200.05,,,,,,,
,,,,,,,,
M5013,7.38,,,,,,,
M5013,8.12,,,,,,,
M5013,8.86,,,,,,,
M5013,9.60,,,,,,,
M5013,10.33,,,,,,,
M5013,11.07,,,,,,,
M5013,11.81,,,,,,,
M5013,12.55,,,,,,,
M5013,13.29,,,,,,,
M5013,14.03,,,,,,,
M5013,14.76,,,,,,,
M5013,15.50,,,,,,,
M5013,16.24,,,,,,,
M5013,16.98,,,,,,,
M5013,17.72,,,,,,,
M5013,18.46,,,,,,,
M5013,19.19,,,,,,,
M5013,19.93,,,,,,,
M5013,20.67,,,,,,,
M5013,21.41,,,,,,,
M5013,22.15,,,,,,,
M5013,22.88,,,,,,,
M5013,23.62,,,,,,,
M5013,24.36,,,,,,,
M5013,25.10,,,,,,,
M5013,25.84,,,,,,,
M5013,26.58,,,,,,,
M5013,27.31,,,,,,,
M5013,28.05,,,,,,,
M5013,28.79,,,,,,,
M5013,29.53,,,,,,,
M5013,30.27,,,,,,,
M5013,31.00,,,,,,,
M5013,31.74,,,,,,,
M5013,32.48,,,,,,,
M5013,33.22,,,,,,,
M5013,33.96,,,,,,,
M5013,34.70,,,,,,,
M5013,35.43,,,,,,,
M5013,36.17,,,,,,,
M5013,36.91,,,,,,,
M5013,37.65,,,,,,,
M5013,38.39,,,,,,,
M5013,39.12,,,,,,,
M5013,39.86,,,,,,,
M5013,40.60,,,,,,,
M5013,41.34,,,,,,,
M5013,42.08,,,,,,,
M5013,42.82,,,,,,,
M5013,43.55,,,,,,,
M5013,44.29,,,,,,,
